Gene_Name,Expression_Score
EPRS,100.0
CTXN3,2.0
RLIM,96.4444444444
FEM1C,100.0
DNAJC18,50.8888888889
FEM1A,96.3333333333
EDF1,100.0
TMEM85,100.0
COPS7A,100.0
SUPT16H,100.0
WNT16,5.0
NUDT16P1,66.0
LOC100505609,1.33333333333
MLL,71.5757575758
ESPN /// ESPNP,2.66666666667
NAT8B,2.66666666667
DOM3Z,78.8888888889
MS4A6E,8.0
MGC16384,40.6666666667
LOC100287590,64.0
IGHA1 /// IGHG1 /// IGHG3 /// IGHM /// IGHV4-31 /// LOC100510678,20.6666666667
SCML2,24.0
LOC100505603 /// PNRC2,100.0
LOC283999,0.0
NAT8L,1.33333333333
MCM3AP-AS,59.3333333333
SCML4,33.3333333333
NRK,38.0
LOC100506076 /// LOC100506123,82.6666666667
FBXL15,96.6666666667
CLDN23,60.6666666667
NRM,100.0
CXorf48,5.33333333333
FAM195B,90.6666666667
TPMT,55.1111111111
PFKFB2,48.8333333333
AMFR,95.3333333333
CXorf41,8.66666666667
VPS52,100.0
ITPA,98.0
MLXIP,50.6666666667
LOC100132987,6.33333333333
SH3BGR,83.3333333333
PIP4K2C,100.0
PPM1L,42.2222222222
CSAG2 /// CSAG3,24.0
TCF7L1,94.6666666667
ADD3,100.0
ADD2,11.8666666667
ADD1,88.3333333333
SNORA21,98.6666666667
PPP4R4,10.0
RIPK4,57.6666666667
ADA,58.3333333333
PPP4R1,50.6666666667
PPP4R2,89.7777777778
LOC100133660,98.6666666667
SLC11A1,34.4444444444
HIST1H1D,11.3333333333
PKD2L2,3.0
PKD2L1,11.3333333333
ZNF518B,42.0
CWC27,82.2222222222
LPP,85.1666666667
CWC25,93.0
CWC22,100.0
ZNF518A,66.6666666667
TUSC1,100.0
LTBR,38.0
PRPF39,100.0
ADM,99.3333333333
C2orf29,100.0
MAP3K2,70.4761904762
MAP3K3,86.4444444444
PRPF31,63.3333333333
C2orf28,100.0
DEAF1,31.3333333333
SPOPL,99.3333333333
IER3IP1,100.0
HIST1H1A,2.66666666667
LOC145663,10.0
SNORA28,99.3333333333
PET117,100.0
LOC400084,0.0
MARVELD1,50.0
PROX2,0.0
FMOD,100.0
MARVELD2,97.3333333333
LPO,0.0
CCBP2,3.55555555556
H2BFXP,20.0
C14orf39,28.0
IFRD1,85.3333333333
VPS54,100.0
KIAA0319L,90.0
FMO3,91.3333333333
C3orf54,28.6666666667
ZNF205,24.0
ZNF202,62.3333333333
CASZ1,45.2
ZNF200,100.0
MUC2,1.33333333333
IDH2,55.0
LOC440346,7.33333333333
EVX1,0.0
LOC440434,100.0
PASK,63.5555555556
SETD8,66.0
SH2D2A,49.3333333333
FHDC1,97.3333333333
NHLH2,16.0
RFXANK,100.0
PCDH11X /// PCDH11Y,1.0
ITFG3,100.0
KIAA1797,99.3333333333
SETD2,99.3333333333
SETD5,77.8666666667
SETD4,42.8888888889
SETD7,73.6666666667
B3GALNT2,67.3333333333
TMEM45A,100.0
XAF1,98.2222222222
LOC100506172,2.66666666667
SOS1,88.9333333333
TSNARE1,7.33333333333
DZIP1,71.6666666667
LOC100133612,32.6666666667
LOC100134937,21.6666666667
IZUMO2,3.33333333333
PRAMEF10,0.0
PRAMEF11,36.6666666667
MARCKSL1,100.0
LOC286272,78.0
PRSS27,0.0
PRSS21,39.3333333333
PRSS22,98.0
PRSS23,82.8888888889
LXN,98.6666666667
CXorf26,100.0
ZFAND2A,100.0
RGP1,98.6666666667
EME2,42.6666666667
GPX4,100.0
LOC646808,4.0
DUOX1,37.5
VENTXP1,3.33333333333
DUOX2,34.0
DUX1,0.0
ZNF485,76.6666666667
LSM6,100.0
LPL,95.3333333333
C15orf33,9.66666666667
IGFALS,18.6666666667
PYCR2,98.3333333333
GLYR1,87.1666666667
FLJ33534,0.0
IL1RN,41.6
KRTAP4-8,51.3333333333
ATP2B2,0.666666666667
PCNXL3,60.6666666667
PCNXL2,39.1666666667
KRTAP4-1,24.6666666667
NEAT1,99.5555555556
KRTAP4-3,4.0
PPAPDC1B,100.0
KRTAP4-5,0.0
KRTAP4-4,0.0
GRM6,37.3333333333
KRTAP4-6,0.0
ECH1,100.0
RRM2B,100.0
DUXAP10,52.6666666667
NPPC,1.33333333333
FLJ10357,20.6666666667
NPPA,1.33333333333
ACSF3,7.66666666667
INTU,98.6666666667
PRM3,0.0
FRZB,69.5555555556
ANGPTL3,1.55555555556
ANKRD18A /// ANKRD18B,28.6666666667
CDRT4,89.3333333333
MAN2A1,100.0
LOC100507286,43.3333333333
DECR2,96.6666666667
FAM38A,48.6666666667
LOC643037,0.0
SPRR2G,0.0
FAM38B,22.8571428571
BRE,99.5555555556
SPRR2C,8.66666666667
DNER,66.6666666667
RAD18,63.6666666667
HERC1,70.6666666667
TP53,94.3333333333
PGGT1B,60.6666666667
ATIC,100.0
CDHR1,6.66666666667
MOGS,100.0
CDHR3,29.3333333333
ST8SIA3,3.11111111111
ST8SIA2,3.33333333333
IGK@ /// IGKC,99.5555555556
C6orf176,22.6666666667
NUS1 /// NUS1P3,99.3333333333
C6orf174,7.66666666667
SHQ1,99.3333333333
KIF3A,99.3333333333
WNT10A,30.6666666667
DDB1,100.0
KIF20A,82.0
C17orf48,74.0
FLJ39582,12.6666666667
STX1A,25.3333333333
FARS2,66.2222222222
STX1B,0.0
RG9MTD3,74.6666666667
RPS15A,91.5555555556
ALS2CR10,21.3333333333
HNRNPA1 /// HNRNPA1L2 /// HNRNPA1P10,100.0
ALS2CR12,2.0
BTBD19,44.0
BTBD18,3.33333333333
FASTKD2,85.1111111111
BATF,14.0
NSMAF,67.6
BTBD16,3.33333333333
HARS,100.0
LOC100133669,30.0
TSKS,11.3333333333
APTX,98.6666666667
LOC100507513,10.0
SIK3,68.6666666667
SIK2,63.0
KRT80,92.0
KRT81,8.66666666667
KRT82,0.0
KRT83,0.0
CST9L,0.666666666667
KRT85,4.66666666667
RAB22A,100.0
MT4,0.0
TSEN2,69.6666666667
KALRN,24.8888888889
DUS3L,25.3333333333
C14orf179,91.1111111111
AFF3 /// MLL,24.6666666667
CCDC134,0.0
C17orf52,5.33333333333
SC5DL,69.0
LOC100289187 /// LOC100506199,4.0
TPRXL,0.0
TRAPPC9,56.8888888889
WAC,98.0
LCT,20.6666666667
PSMD3,100.0
NCS1,22.6666666667
B9D2,6.66666666667
SALL4,12.6666666667
MAST2,50.6666666667
MAST3,17.3333333333
SALL1,17.3333333333
SALL3,7.77777777778
SALL2,95.3333333333
FAIM,100.0
CD180,53.3333333333
WAS,60.6666666667
LOC100216545,6.66666666667
RBFOX2,99.7777777778
RAB9A,100.0
HIST1H2AM,22.6666666667
CYP1A2,45.0
RAB9B,36.0
C5orf39,89.3333333333
FLJ44896,75.3333333333
DCAF6 /// ND4,100.0
HIST1H2AL,42.6666666667
C5orf35,49.3333333333
C5orf34,96.6666666667
C5orf36,8.66666666667
ZBTB7A,54.6666666667
C5orf30,95.3333333333
C5orf33,99.5555555556
C5orf32,100.0
LOC100510525 /// SUZ12 /// SUZ12P,100.0
FARSB,92.2222222222
FARSA,97.0
FIS1,100.0
ACTL7A,0.0
C9orf70,0.0
STX17,86.2666666667
STX16,90.1666666667
STX19,84.0
STX18,100.0
ZMIZ1,43.7777777778
URM1,100.0
C9orf79,0.0
C9orf78,100.0
IFITM3,100.0
SLURP1,2.66666666667
CUTA,100.0
IL23A,32.3333333333
CUTC,100.0
CCDC138,17.3333333333
TTC33,53.6666666667
LIPC,0.0
TNS1,70.8888888889
MOSPD3,97.3333333333
LOC100131180,28.6666666667
RPH3A,43.3333333333
ATP11C,68.0
IL23R,5.0
ATP11A,65.1111111111
NPPB,4.66666666667
HIST1H2AG,25.3333333333
PAN3,100.0
LOC100240735 /// LOC401522,11.3333333333
EOMES,91.3333333333
HPCAL4,9.0
C17orf58,100.0
RAB5B,100.0
TLN2,5.11111111111
PCDHGA11,0.0
SLX1A /// SLX1B,100.0
DPP8,99.5555555556
DPP9,25.1111111111
SARS2,12.0
STK33,50.3333333333
LIPH,97.6666666667
OGDHL,9.33333333333
PI16,30.0
SUOX,94.3333333333
DPP6,12.2222222222
PI15,55.6666666667
ATP6V1G2 /// BAT1,100.0
CEP68,88.2666666667
C14orf86,2.66666666667
CEP63,67.5555555556
SLCO2B1,74.4444444444
COQ10B,50.6666666667
GLTSCR1,66.0
GLTSCR2,67.3333333333
LOC100287696,59.3333333333
C11orf66,15.3333333333
IK,100.0
CYP2A7,26.6666666667
CYP2A6,28.1666666667
C11orf67,67.7777777778
OR7E24,16.0
C17orf53,3.33333333333
C14orf82,98.6666666667
HPX,0.666666666667
SCN2A,18.6666666667
LOC100289610,34.6666666667
C14orf81,12.6666666667
CD37,93.3333333333
HS1BP3,25.8333333333
LCN8,0.0
C17orf55,2.66666666667
C14orf80,11.3333333333
SLC7A2,26.4444444444
PCP2,12.0
RNFT1,96.4444444444
HBP1,91.3333333333
HIAT1,100.0
SECISBP2,100.0
CDKN2C,81.3333333333
ESCO2,27.1666666667
TMEM167B,100.0
TMEM167A,100.0
C17orf56,32.5
LOC100509002,1.33333333333
SEC24C,100.0
CTRL,36.0
ELOF1,100.0
TRMT61A,46.8888888889
WRAP53,50.0
MFHAS1,100.0
TRMT61B,100.0
AOX1,66.3333333333
IRGM,0.0
LOC400931,27.5555555556
DHX16,100.0
LOC286068,0.0
SMARCB1,50.0
DHX15,100.0
ZNF300P1,38.0
ZFYVE1,60.6666666667
LOC283547,13.3333333333
MRPS14,100.0
LDOC1,91.3333333333
DGCR9,8.66666666667
CTU2,15.5
LOC100506853,0.0
MUM1,79.1666666667
C21orf63,98.0
RXFP1,19.7777777778
CCDC88A,78.4444444444
CCDC88B,0.0
DGCR2,45.3333333333
DGCR5,8.0
ZNF554,26.6666666667
NDUFB11,100.0
NHEJ1,43.3333333333
ZNF783,90.0
ZNF782,68.0
ZNF781,15.3333333333
LOC100287689,46.6666666667
ZFAND6,100.0
ZNF786,97.3333333333
ZNF785,98.2222222222
ZNF784,43.3333333333
GOT2,100.0
ZNF552,30.0
RNASEK,100.0
ZNF788,40.6666666667
RNASEL,95.6666666667
RNASE1,50.0
FLJ36116,2.66666666667
RNASE3,1.33333333333
RPP40,100.0
RNASE4,98.6666666667
RNASE7,5.33333333333
RNASE6,96.6666666667
KRTAP17-1,0.0
C16orf75,94.6666666667
LOC440149,45.3333333333
LOC100506216,0.0
ASB13,100.0
ZFAND5,60.6666666667
YBX1 /// YBX1P2,6.66666666667
C14orf56,0.0
QTRT1,16.0
TMEM90B,52.6666666667
SEL1L2,1.33333333333
C18orf18,84.0
C18orf19,89.5555555556
CCDC89,14.6666666667
LOC339535,13.3333333333
TRBV7-8,6.66666666667
LOC100287105,0.0
ADRM1,100.0
ROBO3,37.3333333333
ROBO2,34.6666666667
C22orf46,12.0
CCDC86,100.0
FBXL7,97.3333333333
C22orf45,0.0
NIPSNAP3A,100.0
ATR,82.0
CTR9,100.0
DARS2,98.6666666667
RRAS2,100.0
FAM179B,100.0
ZNF569,58.0
DBH,0.0
ZNF567,77.8333333333
ZNF566,82.6666666667
LOC100505773,43.3333333333
HSD11B1,97.3333333333
ZNF563,86.6666666667
LOC100505774,0.0
ZNF561,100.0
RHOT1,97.5555555556
LOC100505820,0.0
STMN1,65.5555555556
CDSN,1.33333333333
STMN3,49.6666666667
GBA2,93.6666666667
IKBIP,94.6666666667
ACRBP,15.1111111111
OLFM4,22.0
DCLK1,78.5
SOD3,84.0
DCLK2,2.0
NOX1,10.3333333333
NOX3,0.0
TRAF3,89.6666666667
NOX5,8.0
NOX4,72.0
TOMM22,100.0
PSKH1,92.6666666667
KIAA1704,99.3333333333
HLA-DQA1 /// HLA-DQA2,100.0
TRBV7-3,16.0
LOC100288152,62.6666666667
FAM161A,69.5
LOC151171,20.6666666667
ABCD1,32.6666666667
GBA3,31.3333333333
C21orf104,8.33333333333
MRPL42,99.6666666667
UBE3B,64.0
STYXL1,96.2666666667
OPRD1,0.0
MRPL41,42.4
NUFIP1,84.6666666667
LOC100287366,0.0
LOC401220,9.33333333333
MIAT,53.5
LOC646324,39.3333333333
LOC100132207,12.6666666667
CTSL1P8,66.0
HOOK3,91.7333333333
MRPL47,64.6666666667
LOC100507653,0.0
TOP2B,100.0
C3orf18,56.6666666667
ATP5F1,95.6666666667
C16orf93,63.3333333333
MTRF1,74.0
HOOK1,99.3333333333
MRPL45,100.0
SDAD1,79.1666666667
KIAA0368,96.0
CAMK1G,15.6666666667
C12orf76 /// LOC100510175,100.0
C16orf91,100.0
SETD6,99.6666666667
ANP32A /// ANP32D,8.0
C10orf68,8.0
LOC100510507,16.0
BZRAP1,86.6666666667
SLC26A1,7.33333333333
SLC26A2,99.5555555556
DRAM2,100.0
LOC653110,2.66666666667
FGF9,40.0
SLC26A7,16.8888888889
SLC26A8,2.66666666667
FGF6,0.0
FGF5,1.77777777778
FGF4,16.3333333333
GET4,22.0
FGF2,26.3333333333
FGF1,28.2222222222
BCAN,11.0
OLFML2B,98.6666666667
OLFML2A,84.6666666667
BCAM,50.0
HTA,28.6666666667
MON1A,97.3333333333
GLOD4,100.0
LOC100506480,1.33333333333
GCH1,100.0
SDC4,100.0
LOC338667,0.0
ELOVL6,75.3333333333
ELOVL7,88.0
ELOVL4,26.0
HTT,45.0
ELOVL2,7.66666666667
ELOVL3,6.0
NCRNA00201,100.0
ELOVL1,99.6666666667
HAVCR2,60.3333333333
SNF8,96.3333333333
LOC100506128 /// LOC100509355,6.66666666667
LOC100288104,18.0
CHRNB3,17.6666666667
LOC100508426,4.66666666667
KIAA0182,76.0
LOC100508936,0.0
CD82,49.3333333333
TLN1,46.4444444444
ERAP2,62.4
SFPQ,75.7777777778
TTYH2,43.3333333333
NAALADL2,19.3333333333
LOC100508428,0.0
MPL,2.44444444444
LOC285889,5.33333333333
DIABLO,100.0
NUDT4P1,0.0
LOC100287814,60.6666666667
LOC100287813,0.0
CWF19L2,53.5
HEYL,47.6666666667
NAA20,100.0
LOC100506154,2.66666666667
RD3,0.0
ABCC6P1,40.0
B4GALNT1,17.6666666667
TTYH3,97.3333333333
SGCE,100.0
SGCD,46.4444444444
CNKSR1,100.0
SGCB,94.1666666667
SGCA,0.0
CNKSR2,20.4444444444
ZNF100,68.6666666667
DUSP9,9.33333333333
DUSP8,49.6666666667
LOC284688,0.0
DUSP5,100.0
DUSP4,87.5555555556
DUSP7,52.6666666667
DUSP6,100.0
DUSP1,63.5555555556
LOC100507201,11.3333333333
DUSP3,99.1111111111
DUSP2,16.0
LRRC8E,85.6666666667
LRRC8D,100.0
GBGT1,93.3333333333
NKD2,88.0
LRRC8A,93.3333333333
LOC100289410,20.0
ELL,47.7777777778
NCRNA00253,2.66666666667
QDPR,52.6666666667
LOC644090,1.33333333333
TPBG,79.0
OR51E1,40.6666666667
OR51E2,0.444444444444
NCRNA00204,31.3333333333
GDF1 /// LASS1,1.33333333333
KILLIN,2.66666666667
PLAC8,98.6666666667
LOC641515,4.0
CCDC23,51.3333333333
MIXL1,0.0
LOC100506030,1.33333333333
LOC100506037,10.6666666667
LOC100506034,0.0
LRRN4CL,56.6666666667
XRCC6BP1,50.0
LOC100509088,87.0
MTF1,96.4444444444
LOC100510712 /// MTX1,100.0
MTF2,100.0
DGKA,91.6666666667
NCRNA00205,9.33333333333
PRKCQ,69.0
LEP,0.666666666667
RPL36,100.0
LOC80054,42.0
TBC1D19,35.3333333333
FLJ38379,20.0
TCTN3,100.0
CSN1S1,2.66666666667
SAC3D1,100.0
TBC1D13,52.3333333333
XYLB,11.5
STK39,100.0
TBC1D17,80.0
TBC1D14,100.0
FBL,100.0
MAGEB18,2.66666666667
MCFD2,57.6666666667
AUTS2,48.0
CNTN4,31.3333333333
GPR89A /// GPR89B /// GPR89C,100.0
NUMA1,58.2666666667
C21orf67,5.55555555556
ARFGAP1,77.3333333333
LOC100505547,35.3333333333
C21orf62,1.33333333333
GPR52,0.0
HSPA1A,100.0
GPR50,0.666666666667
IKBKAP,68.3333333333
GPR56,59.6666666667
BMP15,8.0
FAM83C,7.66666666667
XCL1 /// XCL2,65.3333333333
FAM83A,65.3333333333
PCDH7,70.0
GLMN,98.6666666667
FAM83F,36.6666666667
MIR101-1,28.6666666667
FAM83D,100.0
DGKZ,64.6666666667
LOC100131354,65.3333333333
C12orf72,41.6
C12orf73,99.0
C12orf74,0.0
C12orf75,96.0
IDH3G,67.0
C12orf77,0.0
CYSLTR2,7.33333333333
ADAM8,55.6666666667
C8orf4,99.3333333333
VKORC1L1,99.0
DGKH,88.0
LOC645485,0.666666666667
LRRC37A /// LRRC37A2 /// LRRC37A3 /// LRRC37A4,86.6666666667
CYSLTR1,90.2222222222
LOC170425,2.0
DGKG,2.66666666667
DGKD,95.3333333333
DGKE,33.7333333333
ICK,53.6666666667
COPZ1,100.0
KRTAP19-3,0.0
TMEM106B,83.5
TMEM106C,96.6666666667
CNP,67.6666666667
MPHOSPH8,79.0666666667
NCRNA00208,6.0
SRP72,88.6666666667
DKC1,100.0
SUV39H1,85.3333333333
DDX58,94.2222222222
CLU,97.3333333333
PTGIR,1.0
SLC26A3,4.0
RAD50,97.0
TCERG1L,5.33333333333
ATF4,100.0
BMF,31.3333333333
ANKRD60,0.0
NPM1,100.0
ADK,99.6666666667
4-Mar,100.0
NPM2,12.6666666667
HSPA13,99.6666666667
ATF6,99.0
VSNL1,39.0
SMU1,84.2222222222
PEMT,100.0
HSPA14,100.0
TXNDC15,100.0
MXI1,100.0
TXNDC17,92.6666666667
TXNDC16,100.0
TXNDC11,100.0
TMEM26,6.0
TMEM25,68.3333333333
TXNDC12,100.0
C1orf97,96.3333333333
DGCR10,1.33333333333
C1orf95,6.33333333333
C1orf94,0.0
C1orf93,98.6666666667
C1orf92,1.33333333333
C1orf91,35.7777777778
DDX53,1.33333333333
FOXL2,4.66666666667
AHNAK2,75.6666666667
XGPY2,1.33333333333
C1orf99,2.0
C1orf98,6.0
SCFD1,98.0
SCFD2,93.0
PPP3R2,1.66666666667
MYPOP,94.6666666667
LOC339988,43.3333333333
DDX56,88.0
SCG5,90.0
MTRR,99.6666666667
SCG3,1.33333333333
SCG2,88.6666666667
LOC202781,100.0
LOC100506235,2.66666666667
KRT222,6.66666666667
ZNF165,98.6666666667
LOC100506984,0.0
SEMA4A,83.3333333333
SEMA4B,100.0
SEMA4C,82.0
SEMA4D,62.6666666667
AKR1B1,100.0
OR2L2,0.888888888889
SEMA4G,35.6666666667
C10orf112,18.0
C10orf113,0.0
C10orf110,22.6666666667
CD8B,27.7777777778
C10orf116,98.6666666667
C10orf114,4.0
CASKIN1,0.888888888889
CTAGE1,26.6666666667
C10orf118,97.7777777778
C10orf119,80.4444444444
CTAGE5,61.7777777778
SPANXB1 /// SPANXB2 /// SPANXF1,22.0
ZNF441,73.6666666667
LOC100509303 /// LOC100510086,9.33333333333
RHBDD2,100.0
CDC42BPG,7.33333333333
GPR34,98.6666666667
TIGD1L,10.0
GLP1R,3.46666666667
SP110,96.5333333333
LOC441454,2.66666666667
SCN4B,22.6666666667
PSMD2,100.0
SUMO3,100.0
CYP2W1,36.0
LOC93463,3.33333333333
LOC652346 /// PML,17.3333333333
TMCO3,69.1666666667
FAM129C,6.22222222222
GIP,0.0
PSPC1,78.5333333333
MIR186 /// ZRANB2,91.3333333333
OR4D2,0.0
C22orf9,77.5555555556
SCCPDH,99.3333333333
FAM75A1 /// FAM75A2 /// FAM75A3 /// FAM75A4 /// FAM75A5 /// FAM75A6 /// FAM75A7,7.33333333333
GIF,5.33333333333
SERP1,99.1666666667
MFSD1,100.0
LOC152742,1.33333333333
OR2S2,4.0
GALNT12,96.3333333333
MS4A4A,95.1111111111
CNDP1,1.33333333333
CNDP2,54.0
LYPLA2P1,97.3333333333
NPL,84.5
STRBP,93.3333333333
LRP4,52.0
TTI1,100.0
MOCS2,91.3333333333
CXorf61,56.6666666667
GALNT11,100.0
CXorf65,32.0
CXorf64,4.66666666667
CXorf67,0.0
PSMB6,100.0
AHR,100.0
SCGN,2.66666666667
GADD45GIP1,36.4444444444
CEACAM5,48.6666666667
COLEC12,100.0
KCTD11,82.6666666667
COLEC10,2.0
COLEC11,26.6666666667
TTC32,99.3333333333
BTBD17,0.0
GATC,100.0
CDS2,95.1666666667
NCRNA00290,0.0
ACTA2,44.8888888889
ZNF197,71.0
ZNF195,100.0
ZNF192,64.6666666667
EMCN,81.1111111111
QSOX2,34.3333333333
QSOX1,89.3333333333
PDS5A,99.0
PSMB5,100.0
PDS5B,67.3333333333
LOC100128988,66.6666666667
C14orf50,24.6666666667
NADSYN1,60.3333333333
TSTD1,100.0
TSTD2,0.666666666667
PKHD1L1,38.6666666667
BNIPL,40.3333333333
FLJ39080,2.0
NEFM,1.33333333333
KCNH6,2.88888888889
TADA2A,61.0
TADA2B,98.6666666667
NR2C2AP,98.0
GPR75,7.33333333333
LOC283480,0.666666666667
LOC283481,55.3333333333
LOC100286993,6.66666666667
LOC283483,11.3333333333
RSBN1L,99.3333333333
UBXN2B,99.0
LOC283486,10.6666666667
LOC100286999,0.0
LOC220077,0.0
VWA5B1,0.0
KIAA0319,3.33333333333
VTA1,100.0
ENHO,0.0
RAP2A /// RAP2B,84.0
TECTA,3.33333333333
IFNW1,0.0
ZNF222,90.0
ZNF223,100.0
ZNF224,75.0666666667
ZNF225,69.3333333333
ZNF226,64.1666666667
KIF9,72.6666666667
RNF40,53.5555555556
KIF7,0.0
ACMSD,22.0
KCNQ5,25.6666666667
KCNQ2,1.33333333333
SNX16,99.0
KCNQ1,42.0
ALDH8A1,52.0
HOXC10,38.6666666667
HOXC13,2.0
LHX3,6.0
VEGFA,98.1666666667
NSMCE1,100.0
VEGFB,99.3333333333
FBXO7,97.7777777778
LOC149703,0.0
RTTN,72.6666666667
BNIP1,97.3333333333
BNIP2,100.0
LHX5,0.0
PDE4C,42.3333333333
UBQLN1,100.0
LHX6,31.6666666667
CCDC3,72.0
ZAN,0.266666666667
MFSD4,54.8333333333
KIAA1549,59.5555555556
FITM1,18.6666666667
LEKR1,53.0
GALK1,10.0
SBSN,7.33333333333
KIR2DL2,0.0
KIR2DL1,7.0
FLOT1,65.6666666667
FLOT2,98.0
KIR2DL4,20.6666666667
SHD,16.0
ZNF544,51.0
NAB1,74.0
SHE,98.6666666667
SEPP1,70.3333333333
CRYGN,12.0
ZNF490,64.6666666667
IYD,22.6666666667
SNX14,95.3333333333
OTUD5,86.2222222222
OTUD4,94.1666666667
OTUD3,93.3333333333
AP3M1,91.3333333333
OTUD1,50.0
OR1E1 /// OR1E2,16.6666666667
SPEM1,36.0
AKAP14,20.2222222222
AKAP12,59.4666666667
COMMD4,69.7777777778
AKAP10,92.8333333333
LOC100509655,1.33333333333
HTRA4,90.0
PTGER3,13.7333333333
COL2A1,19.0
CCDC8,56.3333333333
HTRA2,100.0
HTRA3,56.3333333333
MIR4296,42.6666666667
BSDC1,92.4444444444
PHEX,42.3333333333
ATP5G3,83.3333333333
MFSD6,99.3333333333
ATF7,61.7333333333
PYY,2.33333333333
S100Z,24.6666666667
NDUFB2,72.2222222222
UNC5CL,93.3333333333
LOC283104,45.3333333333
CYP21A2,1.33333333333
CCDC74B,0.0
LNP1,92.6666666667
EGLN3,90.6666666667
CYLD,77.7142857143
C17orf89,50.6666666667
POLDIP3 /// RRP7B,27.3333333333
SNX12,95.0
DNAH3,33.4666666667
C17orf82,18.0
C17orf80,83.3333333333
C17orf81,98.6666666667
C17orf86,64.0
NASP,74.6666666667
C17orf85,82.3333333333
SPIB,49.3333333333
LOC100134822 /// LOC100288069,32.0
LOC100288730,44.6666666667
TNKS1BP1,98.6666666667
HIBCH,100.0
LGTN,100.0
TMSB10,100.0
HSD11B1L,26.0
FHAD1,9.44444444444
HECA,61.3333333333
MAP2K3,99.1111111111
CAMK4,30.2222222222
SNX11,100.0
C6orf118,20.6666666667
ARID5B,37.6
ARID5A,78.0
MAP2K2,62.4444444444
C6orf114,72.6666666667
C6orf115,100.0
LOC100129726,12.3333333333
LOC731789,3.66666666667
MAP2K1,100.0
C6orf112,0.0
SLC10A3,88.0
ABT1,100.0
LOC644794,49.6666666667
LOC641365,0.0
LOC641364,14.0
ZFYVE9,64.0
ICAM3,100.0
FOXC2,23.0
LOC285740,1.33333333333
NPCDR1,36.0
SEC16A,100.0
CEPT1,99.0
SLC38A5,93.3333333333
LOC100506563,12.6666666667
LAPTM4A,100.0
MAP4,62.8571428571
SPCS2,96.0
SPCS3,100.0
LOC100132686,38.6666666667
RASGRP2,35.3333333333
LOC100128510,90.6666666667
EMID2,0.0
SLC38A7,69.0
SUV39H2,74.6666666667
DHFRL1,76.6666666667
ACADM,100.0
WDR85,94.6666666667
WDR86,46.6666666667
WDR87,26.0
WDR81,96.0
WDR82,100.0
UCN3,15.3333333333
SLC38A1,73.5
LOC100287598,0.0
C12orf10,100.0
LOC100507531,0.0
WDR89,96.6666666667
AARS2,48.6666666667
NPTX2,65.3333333333
PCDP1,43.3333333333
LOC442381 /// LOC650293 /// OR7E87P,0.0
CAMLG,100.0
LOC100129463,0.0
B3GALT2,31.6666666667
CDX1,4.0
RASGRP3,45.3333333333
SLC35E2,40.6666666667
SLC38A2,100.0
AARSD1,53.6666666667
ESYT1,58.6666666667
IMPDH2,50.0
ESYT3,33.7777777778
CXCR3,16.6666666667
CXCR2,56.0
CXCR1,0.0
CYorf15B,50.0
CXCR7,64.4444444444
CXCR6,73.6666666667
CXCR5,7.33333333333
CXCR4,99.3333333333
JAG2,95.6666666667
FLJ31485,29.6666666667
LMBR1L,100.0
JAG1,78.9333333333
ZNF568,23.7333333333
CLRN3,8.0
TMEM90A,6.0
FOLH1,39.8333333333
MYBPC1,27.3333333333
DYDC2,6.66666666667
TFF1,35.3333333333
QRICH2,10.0
QRICH1,50.0
B4GALNT4,3.0
DYDC1,0.0
C16orf73,14.6666666667
DDHD1,93.7333333333
E4F1,98.6666666667
CRYBB3,0.0
CRYBB1,0.0
ARSD,83.5
DKFZp686L14188,95.3333333333
ZNF862,56.0
TOP2A,85.1111111111
CENPVL1 /// LOC441495,2.66666666667
C15orf41,26.6666666667
EXOC3,76.0
LOC100506538,5.33333333333
EXOC6,94.6666666667
EXOC7,73.0666666667
EXOC4,99.3333333333
BNC2,71.2222222222
C5orf53,76.0
EXOC8,100.0
MAPKBP1,7.33333333333
LOC729420,1.33333333333
ANK1,19.0476190476
ANK2,39.0
FJX1,70.0
WNT6,11.6666666667
CHRNG,2.66666666667
MGAT4C,15.3333333333
CHRNE,4.66666666667
C9orf96,14.6666666667
C9orf95,95.3333333333
THBS4,46.0
C9orf93,19.5
C9orf91,98.6666666667
BZW2,100.0
RAD17,100.0
CRAMP1L,50.0
LAP3,100.0
IDH3A,81.1111111111
LINS,85.6
LOC441259 /// PMS2L2 /// PMS2P1 /// PMS2P6,100.0
ARSF,0.0
LOC643733,97.3333333333
9-Mar,0.0
ANKRD11,60.8571428571
TNNC1,38.0
USP29,0.0
USP28,80.2222222222
PHACTR1,46.0
USP26,0.0
USP25,79.4666666667
USP24,78.6666666667
PSMD6,51.5555555556
LOC200609,22.0
TRIP4,100.0
USP20,8.66666666667
LOC100506958,0.0
ADAMTS4,10.6666666667
ADAMTS7,1.33333333333
LOC648987,5.33333333333
LOC283174,5.33333333333
ADAMTS3,76.0
ARHGEF9,96.0
ARHGEF6,100.0
ARHGEF7,69.4074074074
KRTAP3-1,0.0
TMEM135,71.3333333333
ADAMTS9,40.1666666667
ADAMTS8,13.1111111111
COTL1,100.0
ARHGEF1,76.6666666667
CDH9,0.0
CDH8,9.77777777778
PROKR2,0.0
GMCL1,100.0
OR12D2,33.3333333333
RPL23AP53,6.0
CDH1,99.0
TNFRSF8,22.0
CDH2,31.0
CDX4,0.0
